0.000000000000000000e+00,0.000000000000000000e+00
2.824427780209650130e-01,4.028371637898658375e-01
2.956841644558153570e-01,6.916971248787724402e-01
5.523997102777591373e-01,7.630008993662006356e-01
8.494143685278291445e-01,1.317998004557445091e+00
1.132412990539853226e+00,1.980081027429231533e+00
1.249190706641021054e+00,2.204058199483489133e+00
1.297393323336335502e+00,2.341009078626612450e+00
1.418953007012266232e+00,2.370176780902621072e+00
1.512797626477154989e+00,2.456824224625329123e+00
1.572980778144057012e+00,2.538140470608873489e+00
1.741543766582035024e+00,2.590166644900643966e+00
1.874997123512390118e+00,2.839950907352420728e+00
1.906591481990719705e+00,3.056700086518768789e+00
2.052708071414945046e+00,3.162558147172326528e+00
2.064704706894528563e+00,3.171999594013443780e+00
2.185437629173828000e+00,3.232812794256203937e+00
2.311938470526888167e+00,3.257151500737062833e+00
2.421376343620528448e+00,3.376328254937051465e+00
2.503257448312041333e+00,3.393579034864473876e+00
2.487079535115542139e+00,3.383616947673243391e+00
2.509792232928822475e+00,3.411233788949032508e+00
2.513657706762027821e+00,3.433792306162015251e+00
2.495429536968716278e+00,3.404691986960614258e+00
2.501749338971356540e+00,3.438899856043327929e+00
2.517393946957735107e+00,3.516117882851598431e+00
2.698273526483841778e+00,3.612656206269094561e+00
2.742888495156325934e+00,3.727588465713397081e+00
2.749788888662930031e+00,3.759499508088935293e+00
2.718235704125479213e+00,3.674378918490880608e+00
2.733222732180353276e+00,3.674708097752981573e+00
2.703733629508612957e+00,3.613881387929040123e+00
2.687415937082247464e+00,3.594865073685479917e+00
2.783816551074588030e+00,3.606408583101750498e+00
2.764437621769637143e+00,3.594581424747536058e+00
2.835510614735088808e+00,3.692058384256921677e+00
2.867808772985290577e+00,3.769923841764739603e+00
2.983943266666321925e+00,3.893450071012841462e+00
2.974910532240828243e+00,3.888362285686003172e+00
2.974660131192579104e+00,3.887078377673182317e+00
3.081254550547697146e+00,3.895352759737166437e+00
3.130054744309450854e+00,3.900049395001908614e+00
3.141136825216900519e+00,3.904179562747586818e+00
3.129424762078668376e+00,3.893807262501684630e+00
3.149484292055868995e+00,3.936334809100629606e+00
3.132512215486904061e+00,3.932410442537110029e+00
3.156273381066825756e+00,3.971765186379172974e+00
3.146741968767289510e+00,3.955140418375785671e+00
2.996032485893547204e+00,3.918099481096369185e+00
2.911660001323450153e+00,3.812446109147713980e+00
2.876057191778712774e+00,3.797305204892299724e+00
2.992300968702259478e+00,3.812985273063770997e+00
3.005055476676519621e+00,3.893378523885794085e+00
2.993659068352501507e+00,3.878055435645410221e+00
2.943065765391442934e+00,3.825615349274831267e+00
2.931934555048354873e+00,3.810267096845790125e+00
2.932165732590946039e+00,3.817407896206987949e+00
2.966608079338687087e+00,3.880565900004640412e+00
2.963839355616308957e+00,3.851060352875883996e+00
2.850137229436429553e+00,3.740102586997838596e+00
2.828339697656081064e+00,3.739628368960911331e+00
2.770935067053346135e+00,3.707254970935250693e+00
2.892235303644283384e+00,3.793894954306586520e+00
2.916671963043745652e+00,3.818814307170713462e+00
2.918601359300758258e+00,3.819025670833552155e+00
2.924224708576095733e+00,3.830153509136171142e+00
2.830607859202376897e+00,3.780345640562761567e+00
2.850384492773535339e+00,3.806774348044857703e+00
2.853870310665943766e+00,3.861508913316033631e+00
2.857370892841692989e+00,3.863751699386575922e+00
2.880865799012396700e+00,3.876857617720354643e+00
2.871161332676361866e+00,3.872902550263955135e+00
