0.000000000000000000e+00,0.000000000000000000e+00
3.806546569992709794e-01,4.011253545538708831e-01
7.181450537205074092e-01,7.582956433135867869e-01
1.017293509820061503e+00,1.076396029277054023e+00
1.282384799071186299e+00,1.359767555815862838e+00
1.517226049440448143e+00,1.612267771966273688e+00
1.725199968694892450e+00,1.837324602566713150e+00
1.909312139248343421e+00,2.037984215938356769e+00
2.072233043086978643e+00,2.216953557935676944e+00
2.216335403979743379e+00,2.376638146669346252e+00
2.343727368749358497e+00,2.519175655983351358e+00
2.456281991240444107e+00,2.646465756926310142e+00
2.555663430960240845e+00,2.760196634171607322e+00
2.643350232462744032e+00,2.861868547881526670e+00
2.720656010757359855e+00,2.952814770227894847e+00
2.788747831778502828e+00,3.034220189099035458e+00
2.848662544746455971e+00,3.107137838927510387e+00
2.901321294632305481e+00,3.172503589609769747e+00
2.947542417510979007e+00,3.231149198752724327e+00
2.988052898991048423e+00,3.283813909613814364e+00
3.023498555832299761e+00,3.331154756780852821e+00
3.054453083021579474e+00,3.373755723581804755e+00
3.081426092724824262e+00,3.412135879170481889e+00
3.104870257446961546e+00,3.446756608977676883e+00
3.125187657214726578e+00,3.478028039549338146e+00
3.142735419475456649e+00,3.506314747537002674e+00
3.157830730522237506e+00,3.531940832603558622e+00
3.170755288474253142e+00,3.555194425119777790e+00
3.181759260038172332e+00,3.576331691629713649e+00
3.191064796342831578e+00,3.595580394045705841e+00
3.198869156978485506e+00,3.613143052298273705e+00
3.205347485897397153e+00,3.629199754625522356e+00
3.210655277968047283e+00,3.643910654763391932e+00
3.214930570652765773e+00,3.657418190923375612e+00
3.218295891437763068e+00,3.669849057557071692e+00
3.220859988231667081e+00,3.681315957452823362e+00
3.222719366916093175e+00,3.691919158640464715e+00
3.223959657537090351e+00,3.701747877852938906e+00
3.224656828231894146e+00,3.710881509870196826e+00
3.224878263857790195e+00,3.719390719917449850e+00
3.224683724399349583e+00,3.727338414376449194e+00
3.224126196550398671e+00,3.734780603368261342e+00
3.223252650374383244e+00,3.741767167255267257e+00
3.222104711620397133e+00,3.748342537767686000e+00
3.220719259093562492e+00,3.754546303267094931e+00
3.219128955431178163e+00,3.760413746599488682e+00
3.217362718705486735e+00,3.765976323048604524e+00
3.215446141447024786e+00,3.771262085063354252e+00
3.213401862947774301e+00,3.776296059689582929e+00
3.211249900050459960e+00,3.781100583975598894e+00
3.209007941050204593e+00,3.785695603033778500e+00
3.206691606819271456e+00,3.790098934918828100e+00
3.204314682807567483e+00,3.794326506019702450e+00
3.201889325164577915e+00,3.798392560250236194e+00
3.199426243866737352e+00,3.802309844957525442e+00
3.196934865412886850e+00,3.806089776141840186e+00
3.194423477364912500e+00,3.809742585292845263e+00
3.191899356756923822e+00,3.813277449890104531e+00
3.189368884170871166e+00,3.816702609387651712e+00
3.186837645076163295e+00,3.820025468299648175e+00
3.184310519852824761e+00,3.823252687823978757e+00
3.181791763759556968e+00,3.826390267280542545e+00
3.179285077967506368e+00,3.829443616498735548e+00
3.176793672655658707e+00,3.832417620162218874e+00
3.174320323052788329e+00,3.835316695006747434e+00
3.171867419212292205e+00,3.838144840667026880e+00
3.169437010218607575e+00,3.840905684879876603e+00
3.167030843446055233e+00,3.843602523672185800e+00
3.164650399421765847e+00,3.846238357092112814e+00
3.162296922782870556e+00,3.848815920979771210e+00
3.159971449763515405e+00,3.851337715218346336e+00
3.157674832598715398e+00,3.853806028857468924e+00
3.155407761188941063e+00,3.856222962457013459e+00
3.153170782330997124e+00,3.858590447960700054e+00
3.150964316786711183e+00,3.860910266374416366e+00
3.148788674430680778e+00,3.863184063493540155e+00
